Unnamed: 0,Title,Link,Year,Season,Format,Episodes,EpisodeDuration,Status,Popularity,MeanScore,Favorites,Studios,Source,Genre,Completed,Planning,Current,Dropped
135,135,Fushigiboshi no☆Futagohime Gyu!,1886/Fushigiboshi-noFutagohime-Gyu,2006,Spring,TV,52,24 mins,Finished,1051,69%,16,NaN,Original,"Adventure,Comedy,Fantasy,Mahou Shoujo,Romance",467,418,68,55
136,136,Onegai My Melody: Kuru Kuru Shuffle!,4114/Onegai-My-Melody-Kuru-Kuru-Shuffle,2006,Spring,TV,52,22 mins,Finished,1041,70%,17,Studio Comet,NaN,"Comedy,Fantasy,Mahou Shoujo",475,448,56,35
137,137,Yoshinaga-sanchi no Gargoyle,965/Yoshinagasanchi-no-Gargoyle,2006,Spring,TV,13,24 mins,Finished,948,62%,1,NaN,Light Novel,"Comedy,Fantasy",501,300,59,56
138,138,Bakegyamon,2786/Bakegyamon,2006,Spring,TV,51,25 mins,Finished,626,60%,4,Radix,Multimedia Project,"Action,Adventure,Comedy,Fantasy",274,218,52,51
139,139,Hime-sama Goyoujin,1884/Himesama-Goyoujin,2006,Spring,TV,12,24 mins,Finished,589,56%,1,Nomad,Original,Comedy,293,192,47,29
140,140,Fighting Beauty Wulong Rebirth,968/Fighting-Beauty-Wulong-Rebirth,2006,Spring,TV,25,25 mins,Finished,529,60%,1,TMS Entertainment,Manga,"Action,Comedy",313,154,25,25
141,141,Ring ni Kakero 1: Nichibei Kessen-hen,1771/Ring-ni-Kakero-1-Nichibei-Kessenhen,2006,Spring,TV,12,25 mins,Finished,469,59%,3,Toei Animation,Manga,"Action,Sports",211,195,28,24
142,142,Yoshimune,2024/Yoshimune,2006,Spring,TV,24,24 mins,Finished,214,50%,1,NaN,Other,Comedy,86,61,33,22
143,143,Shinseiki Duel Masters Flash,10525/Shinseiki-Duel-Masters-Flash,2006,Spring,TV,24,21 mins,Finished,194,40%,NaN,NaN,Original,Comedy,77,76,25,11
144,144,Cofun Gal no Coffy,13503/Cofun-Gal-no-Coffy,2006,Spring,TV,11,12 mins,Finished,79,47%,NaN,NaN,NaN,Comedy,35,28,13,2
145,145,Tama & Friends: Sagase! Mahou no Punipuni Stone,131957/Tama--Friends-Sagase-Mahou-no-Punipuni-Stone,2006,Spring,TV,26,24 mins,Finished,79,58%,NaN,Dongwoo Animation,Original,"Adventure,Fantasy",36,25,8,8
146,146,Chuntian Huahua Zhonghua Bowuguan,9821/Chuntian-Huahua-Zhonghua-Bowuguan,2006,Spring,TV,5,19 mins,Finished,64,41%,NaN,NaN,NaN,Comedy,33,14,13,2
147,147,Rockman.EXE Beast+,2713/RockmanEXE-Beast,2006,Spring,TV Short,26,10 mins,Finished,1097,65%,7,NaN,Video Game,"Action,Adventure,Mecha,Sci-Fi",605,393,36,32
148,148,Tottoko Hamtaro Hai!,13679/Tottoko-Hamtaro-Hai,2006,Spring,TV Short,77,5 mins,Finished,829,63%,3,NaN,NaN,Adventure,517,234,37,23
149,149,Himitsu Kessha Taka no Tsume,4737/Himitsu-Kessha-Taka-no-Tsume,2006,Spring,TV Short,11,10 mins,Finished,414,58%,3,DLE,NaN,Comedy,174,152,44,24
150,150,Hello Kitty: Ringo no Mori no Fantasy,11521/Hello-Kitty-Ringo-no-Mori-no-Fantasy,2006,Spring,TV Short,13,7 mins,Finished,317,57%,3,NaN,NaN,"Comedy,Fantasy",171,105,23,12
151,151,Saru Getchu: On Air,1872/Saru-Getchu-On-Air,2006,Spring,TV Short,26,15 mins,Finished,297,48%,NaN,Xebec,Video Game,"Adventure,Comedy,Fantasy,Romance",135,95,32,20
152,152,Akubi Girl,6077/Akubi-Girl,2006,Spring,TV Short,26,4 mins,Finished,174,49%,NaN,NaN,NaN,"Comedy,Fantasy",80,65,17,6
153,153,Zenmai Zamurai,5821/Zenmai-Zamurai,2006,Spring,TV Short,215,5 mins,Finished,166,50%,1,A-1 Pictures,Original,Comedy,73,39,28,16
154,154,Miracle! Mimika,5374/Miracle-Mimika,2006,Spring,TV Short,225,10 mins,Finished,154,49%,1,NaN,Original,Slice of Life,54,52,25,16
155,155,Shibawanko no Wa no Kokoro,1739/Shibawanko-no-Wa-no-Kokoro,2006,Spring,TV Short,80,2 mins,Finished,146,53%,1,NaN,NaN,"N,a,N",65,45,20,10
156,156,Poka Poka Mori no Rascal,17613/Poka-Poka-Mori-no-Rascal,2006,Spring,TV Short,52,5 mins,Finished,110,48%,NaN,Nippon Animation,NaN,"N,a,N",43,39,16,8
157,157,Fate/stay night,356/Fatestay-night,2006,Spring,TV,24,24 mins,Finished,122460,68%,1457,Studio DEEN,Visual Novel,"Action,Fantasy,Romance,Supernatural",81831,28558,4423,4340
158,158,Ergo Proxy,790/Ergo-Proxy,2006,Spring,TV,23,25 mins,Finished,93739,76%,2736,Manglobe,Original,"Adventure,Mystery,Psychological,Sci-Fi",50251,31419,4708,4506
159,159,Major S2,558/Major-S2,2006,Spring,TV,26,25 mins,Finished,10016,79%,152,Studio Hibari,Manga,"Comedy,Drama,Sports",7898,1657,234,122
160,160,Futari wa Precure: Splash☆Star,1534/Futari-wa-Precure-SplashStar,2006,Spring,TV,49,24 mins,Finished,3152,70%,64,Toei Animation,Original,"Action,Adventure,Comedy,Fantasy,Mahou Shoujo",1700,1029,185,121
161,161,Youkai Ningen Bem (2006),4823/Youkai-Ningen-Bem-2006,2006,Spring,TV,26,25 mins,Finished,695,56%,6,NaN,Original,Horror,369,209,43,40
162,162,Bakukyuu HIT! Crash B-Daman,4563/Bakukyuu-HIT-Crash-BDaman,2006,Spring,TV,50,23 mins,Finished,382,50%,1,NaN,Original,Adventure,188,134,24,20
163,163,Wan Wan Serepu Soreyuke! Tetsunoshin,4101/Wan-Wan-Serepu-Soreyuke-Tetsunoshin,2006,Spring,TV,51,23 mins,Finished,266,48%,2,Studio Comet,Original,"Comedy,Fantasy",161,52,22,21
164,164,Furakappa,3414/Furakappa,2006,Spring,TV Short,78,3 mins,Finished,80,31%,NaN,NaN,Original,Comedy,32,24,17,4
165,165,ONE PIECE THE MOVIE: Karakuri-jou no Mecha Kyohei,465/ONE-PIECE-THE-MOVIE-Karakurijou-no-Mecha-Kyohei,2006,Spring,Movie,1,NaN,Finished,11737,68%,61,Toei Animation,Original,"Adventure,Comedy,Fantasy",9325,2135,139,77
166,166,Meitantei Conan: Tantei-tachi no Requiem,1506/Meitantei-Conan-Tanteitachi-no-Requiem,2006,Spring,Movie,1,NaN,Finished,7735,77%,47,TMS Entertainment,Original,Mystery,6735,847,79,41
167,167,Doraemon: Nobita no Kyouryuu (2006),2392/Doraemon-Nobita-no-Kyouryuu-2006,2006,Spring,Movie,1,NaN,Finished,3021,73%,32,NaN,NaN,"Adventure,Comedy",2683,245,43,33
168,168,Kidou Senshi Z Gundam: A New Translation III - Hoshi no Kodou wa Ai,1969/Kidou-Senshi-Z-Gundam-A-New-Translation-III--Hoshi-no-Kodou-wa-Ai,2006,Spring,Movie,1,NaN,Finished,2393,67%,13,Sunrise,Original,"Drama,Mecha,Sci-Fi",1557,723,52,39
169,169,Hokuto no Ken: Raoh Gaiden Junai-hen,1773/Hokuto-no-Ken-Raoh-Gaiden-Junaihen,2006,Spring,Movie,1,NaN,Finished,2033,70%,16,TMS Entertainment,NaN,"Action,Adventure",1183,740,44,33
170,170,Keroro Gunsou Movie 1,2407/Keroro-Gunsou-Movie-1,2006,Spring,,,,,,,,,,,,,,
171,171,Crayon Shin-chan: Densetsu wo Yobu Odore! Amigo!,8366/Crayon-Shinchan-Densetsu-wo-Yobu-Odore-Amigo,2006,Spring,Movie,1,NaN,Finished,942,64%,10,Shin-Ei Animation,Manga,"Comedy,Ecchi,Slice of Life",700,180,27,22
172,172,Haru no Ashioto The Movie: Ourin Dakkan,1621/Haru-no-Ashioto-The-Movie-Ourin-Dakkan,2006,Spring,Movie,1,NaN,Finished,628,42%,1,NaN,Visual Novel,"Action,Comedy",356,210,33,18
173,173,Yonna in the Solitary Fortress,1031/Yonna-in-the-Solitary-Fortress,2006,Spring,Movie,1,NaN,Finished,450,40%,NaN,NaN,Original,"Adventure,Fantasy",271,154,13,7
174,174,Tachiguishi Retsuden,2388/Tachiguishi-Retsuden,2006,Spring,Movie,1,NaN,Finished,400,44%,NaN,NaN,NaN,Comedy,237,131,19,7
175,175,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,3659/Majime-ni-Fumajime-Kaiketsu-Zorori-Nazo-no-Otakara-Daisakusen,2006,Spring,Movie,1,NaN,Finished,173,63%,1,NaN,NaN,"Adventure,Comedy",91,58,12,7
176,176,BLEACH: The Sealed Sword Frenzy,834/BLEACH-The-Sealed-Sword-Frenzy,2006,Spring,Special,1,33 mins,Finished,13117,64%,90,Studio Pierrot,Manga,"Action,Adventure,Comedy,Drama,Fantasy,Supernatural",10569,2259,159,70
177,177,Hagane no Renkinjutsushi: PREMIUM COLLECTION,908/Hagane-no-Renkinjutsushi-PREMIUM-COLLECTION,2006,Spring,OVA,3,8 mins,Finished,9269,68%,53,bones,Original,"Comedy,Fantasy",6230,2716,130,105
178,178,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,1015/Full-Metal-Panic-The-Second-Raid-Wari-to-Hima-na-Sentaichou-no-Ichinichi,2006,Spring,OVA,1,30 mins,Finished,8643,73%,40,Kyoto Animation,Manga,Comedy,6631,1826,91,52
179,179,Senritsu no Mirage Pokemon,1527/Senritsu-no-Mirage-Pokemon,2006,Spring,Special,1,42 mins,Finished,8535,63%,39,OLM,Video Game,"Adventure,Comedy,Sci-Fi",7552,787,98,58
180,180,Dai Mahou Touge,933/Dai-Mahou-Touge,2006,Spring,OVA,8,12 mins,Finished,5701,66%,42,diomedéa,Manga,"Comedy,Mahou Shoujo,Supernatural",2754,2574,149,127
181,181,Tennis no Ouji-sama: Zenkoku Taikai-hen,995/Tennis-no-Oujisama-Zenkoku-Taikaihen,2006,Spring,OVA,13,23 mins,Finished,5595,76%,37,M.S.C,NaN,"Action,Comedy,Sports",4232,1126,124,62
182,182,Kyou no Go no Ni,837/Kyou-no-Go-no-Ni,2006,Spring,OVA,4,29 mins,Finished,4608,68%,10,NaN,Manga,"Comedy,Ecchi,Romance",2407,1864,126,121
183,183,ARIA The NATURAL: Sono Futatabi Deaeru Kiseki ni...,5244/ARIA-The-NATURAL-Sono-Futatabi-Deaeru-Kiseki-ni,2006,Spring,Special,1,5 mins,Finished,4083,70%,12,Hal Film Maker,Manga,"Fantasy,Sci-Fi,Slice of Life",2888,1076,47,41
184,184,Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079,1916/Kidou-Senshi-Gundam-MS-IGLOO-Mokushiroku-0079,2006,Spring,OVA,3,30 mins,Finished,2899,62%,10,Sunrise,NaN,"Mecha,Sci-Fi",1908,824,68,52
185,185,Mitsu x Mitsu Drops,1838/Mitsu-x-Mitsu-Drops,2006,Spring,OVA,2,27 mins,Finished,2513,48%,16,Radix,Manga,"Drama,Romance",1680,702,61,43
186,186,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,1202/Ar-Tonelico-Sekai-no-Owari-de-Utai-Tsuzukeru-Shoujo,2006,Spring,OVA,1,24 mins,Finished,1975,54%,8,NaN,Video Game,"Action,Adventure,Fantasy,Sci-Fi",1275,614,42,26
187,187,Angel's Feather,20568/Angels-Feather,2006,Spring,OVA,2,30 mins,Finished,1771,45%,8,Venet,Visual Novel,"Drama,Fantasy,Romance,Sci-Fi,Supernatural",1132,516,65,32
188,188,Kidou Senshi Gundam SEED DESTINY Special Edition,2294/Kidou-Senshi-Gundam-SEED-DESTINY-Special-Edition,2006,Spring,Special,4,"1 hour, 30 mins",Finished,1696,64%,6,Sunrise,Original,"Action,Drama,Mecha,Sci-Fi",1019,517,72,53
189,189,Pikachu no Kaiyou Adventure,11009/Pikachu-no-Kaiyou-Adventure,2006,Spring,Special,1,14 mins,Finished,1436,63%,2,OLM,Video Game,"Adventure,Comedy",983,359,54,22
190,190,Dai Mahou Touge Omake,1841/Dai-Mahou-Touge-Omake,2006,Spring,Special,4,2 mins,Finished,1412,64%,4,diomedéa,Manga,"Comedy,Mahou Shoujo",1084,283,21,12
191,191,Bloody Night,11869/Bloody-Night,2006,Spring,ONA,1,5 mins,Finished,903,34%,NaN,NaN,Original,"Horror,Psychological,Supernatural,Thriller",807,79,11,3
192,192,Joshikousei Specials,6657/Joshikousei-Specials,2006,Spring,Special,3,8 mins,Finished,894,58%,4,NaN,Manga,"Ecchi,Slice of Life",519,321,22,20
193,193,Within the Bloody Woods,11915/Within-the-Bloody-Woods,2006,Spring,ONA,2,2 mins,Finished,825,29%,NaN,NaN,Original,Horror,738,63,18,4
194,194,Sin in the Rain,994/Sin-in-the-Rain,2006,Spring,OVA,1,22 mins,Finished,782,38%,2,Mook Animation,NaN,Mystery,442,304,14,13
195,195,Tank S.W.A.T. 01,2181/Tank-SWAT-01,2006,Spring,OVA,1,30 mins,Finished,684,41%,1,NaN,NaN,Mecha,385,259,15,14
196,196,Memories Off 5,1071/Memories-Off-5,2006,Spring,OVA,1,26 mins,Finished,671,50%,NaN,NaN,Visual Novel,"Drama,Romance",363,249,26,17
197,197,Hana no Kage,8533/Hana-no-Kage,2006,Spring,ONA,1,17 mins,Finished,523,55%,2,NaN,Original,"Drama,Romance",292,212,8,7
198,198,Cream Lemon: New Generation,5167/Cream-Lemon-New-Generation,2006,Spring,OVA,4,30 mins,Finished,387,46%,5,NaN,NaN,"Drama,Romance",237,101,29,11
199,199,Tide-Line Blue: Kyoudai,1001/TideLine-Blue-Kyoudai,2006,Spring,OVA,1,20 mins,Finished,324,61%,NaN,Telecom Animation Film,Original,"Adventure,Drama",197,110,7,6
200,200,New Hal & Bons,3517/New-Hal--Bons,2006,Spring,OVA,9,6 mins,Finished,98,38%,NaN,NaN,NaN,Comedy,59,23,13,2
201,201,Kochira Katsushikaku Kameari Kouenmae Hashutsujo Special: Hashire! Ryoutsu-shiki Chin Chin Densha - Omoide no Daijirou-gou,145779/Kochira-Katsushikaku-Kameari-Kouenmae-Hashutsujo-Special-Hashire-Ryoutsushiki-Chin-Chin-Densha--Omoide-no-Daijirougou,2006,Spring,Special,1,43 mins,Finished,32,73%,NaN,NaN,Manga,Comedy,16,11,3,2
202,202,NHK ni Youkoso!,1210/NHK-ni-Youkoso,2006,Summer,TV,24,24 mins,Finished,116336,82%,5577,GONZO,Light Novel,"Comedy,Drama,Psychological,Romance,Slice of Life",53408,50078,5207,4869
203,203,Zero no Tsukaima,1195/Zero-no-Tsukaima,2006,Summer,TV,13,23 mins,Finished,101467,68%,1702,J.C. Staff,Light Novel,"Action,Adventure,Comedy,Ecchi,Fantasy,Romance",73274,20705,3074,2735
204,204,Bokura ga Ita,1222/Bokura-ga-Ita,2006,Summer,TV,26,25 mins,Finished,26872,67%,232,Artland,Manga,"Drama,Romance,Slice of Life",12331,11284,1376,1050
205,205,Hachimitsu to Clover II,1142/Hachimitsu-to-Clover-II,2006,Summer,TV,12,23 mins,Finished,14713,79%,225,J.C. Staff,Manga,"Drama,Romance,Slice of Life",8502,5541,257,253
206,206,Kemonozume,1454/Kemonozume,2006,Summer,TV,13,24 mins,Finished,13892,70%,143,MADHOUSE,Original,"Action,Horror,Romance,Supernatural",8800,3904,450,387
207,207,Le Chevalier D'Eon,20461/Le-Chevalier-DEon,2006,Summer,TV,24,25 mins,Finished,7998,66%,43,Production I.G,Original,"Mystery,Supernatural",5097,1814,423,379
208,208,Demashitaa! Powerpuff Girls Z,1221/Demashitaa-Powerpuff-Girls-Z,2006,Summer,TV,52,25 mins,Finished,6428,61%,137,Toei Animation,Other,"Action,Comedy,Mahou Shoujo,Sci-Fi",3050,2091,615,362
209,209,Tonagura!,1218/Tonagura,2006,Summer,TV,13,24 mins,Finished,5706,61%,24,NaN,Manga,"Comedy,Drama,Ecchi,Romance",3124,1982,257,188
210,210,NIGHT HEAD GENESIS,1243/NIGHT-HEAD-GENESIS,2006,Summer,TV,24,24 mins,Finished,4032,61%,32,NaN,Other,"Drama,Horror,Mystery,Psychological,Supernatural",2357,1048,279,196
211,211,Binbou Shimai Monogatari,1214/Binbou-Shimai-Monogatari,2006,Summer,TV,10,24 mins,Finished,3746,65%,7,Toei Animation,Manga,"Comedy,Drama,Slice of Life",2049,1313,162,119
212,212,Mamotte! Lollipop,1509/Mamotte-Lollipop,2006,Summer,TV,13,25 mins,Finished,3421,62%,60,Sunshine Corporation,Manga,"Adventure,Comedy,Romance",2177,925,145,94
213,213,Innocent Venus,1230/Innocent-Venus,2006,Summer,TV,12,23 mins,Finished,3204,62%,12,Brain's Base,Original,"Adventure,Drama,Mecha,Sci-Fi",1543,1297,148,123
214,214,Muteki Kanban Musume,1738/Muteki-Kanban-Musume,2006,Summer,TV,12,24 mins,Finished,3015,66%,17,Telecom Animation Film,Manga,"Action,Comedy",1453,1154,175,117
215,215,Chocotto Sister,1219/Chocotto-Sister,2006,Summer,TV,24,24 mins,Finished,2979,63%,11,Nomad,Manga,"Comedy,Drama,Romance",1248,1208,246,159
216,216,Coyote Ragtime Show,1194/Coyote-Ragtime-Show,2006,Summer,TV,12,24 mins,Finished,2832,62%,15,ufotable,Original,"Action,Adventure,Comedy,Mecha,Sci-Fi",1317,1143,172,109
217,217,Tsuyokiss,1198/Tsuyokiss,2006,Summer,TV,12,24 mins,Finished,2678,59%,12,NaN,Visual Novel,"Comedy,Romance,Slice of Life",1234,1127,139,93
218,218,Kujibiki♥Unbalance (TV),1591/KujibikiUnbalance-TV,2006,Summer,TV,12,23 mins,Finished,2303,57%,7,Ajiado,Other,"Comedy,Romance",1085,935,129,84
219,219,Otogi-juushi Akazukin,607/Otogijuushi-Akazukin,2006,Summer,TV,39,24 mins,Finished,1531,65%,5,MADHOUSE,Original,"Adventure,Comedy,Fantasy",977,297,107,92
220,220,Koi Suru Tenshi Angelique: Kokoro no Mezameru Toki,1578/Koi-Suru-Tenshi-Angelique-Kokoro-no-Mezameru-Toki,2006,Summer,TV,13,23 mins,Finished,1247,61%,7,Satelight,Video Game,"Adventure,Comedy,Drama,Fantasy,Romance",600,482,73,51
221,221,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,1740/Naikaku-Kenryoku-Hanzai-Kyousei-Torishimarikan-Zaizen-Joutarou,2006,Summer,TV,11,24 mins,Finished,474,41%,1,Trans Arts,Manga,"Action,Drama",264,136,37,20
222,222,Patta Potta Monta,110453/Patta-Potta-Monta,2006,Summer,,,,,,,,,,,,,,
223,223,Wa Wa Wa Wappi-chan,107295/Wa-Wa-Wa-Wappichan,2006,Summer,TV,26,30 mins,Finished,50,38%,NaN,NaN,Original,Comedy,15,15,15,3
224,224,Hanoka,1812/Hanoka,2006,Summer,TV Short,12,5 mins,Finished,1207,27%,6,RAMS,Original,Sci-Fi,579,455,111,38
225,225,Gyagu Manga Biyori 2,2518/Gyagu-Manga-Biyori-2,2006,Summer,TV Short,12,5 mins,Finished,649,68%,1,NaN,Manga,Comedy,377,185,38,28
226,226,Nanami-chan 3,4316/Nanamichan-3,2006,Summer,TV Short,16,5 mins,Finished,113,55%,NaN,NaN,NaN,Comedy,66,27,13,4
227,227,Gintama,918/Gintama,2006,Summer,TV,201,25 mins,Finished,186683,85%,10592,Sunrise,Manga,"Action,Comedy,Drama,Sci-Fi",78777,46826,30350,22763
228,228,Ouran Koukou Host Club,853/Ouran-Koukou-Host-Club,2006,Summer,TV,26,24 mins,Finished,168092,80%,8116,bones,Manga,"Comedy,Drama,Romance,Slice of Life",116688,31037,8849,6388
229,229,Higurashi no Naku Koro ni,934/Higurashi-no-Naku-Koro-ni,2006,Summer,TV,26,24 mins,Finished,119409,75%,3434,Studio DEEN,Visual Novel,"Horror,Mystery,Psychological,Supernatural,Thriller",60751,41246,6105,6096
230,230,NANA,877/NANA,2006,Summer,TV,47,23 mins,Finished,109853,85%,7977,MADHOUSE,Manga,"Comedy,Drama,Music,Romance,Slice of Life",53610,38023,10165,5356
231,231,xxxHOLiC,861/xxxHOLiC,2006,Summer,TV,24,24 mins,Finished,43445,76%,866,Production I.G,Manga,"Comedy,Drama,Horror,Mystery,Psychological,Supernatural",22568,15542,1932,1866
232,232,Air Gear,857/Air-Gear,2006,Summer,TV,25,24 mins,Finished,38765,70%,701,Toei Animation,Manga,"Action,Comedy,Ecchi,Sports",22166,12183,1881,1284
233,233,Utawarerumono,856/Utawarerumono,2006,Summer,TV,26,23 mins,Finished,23614,73%,277,OLM,Visual Novel,"Action,Drama,Fantasy,Sci-Fi",10974,9898,1090,845
234,234,Strawberry Panic,855/Strawberry-Panic,2006,Summer,TV,26,25 mins,Finished,20243,67%,274,MADHOUSE,Other,"Drama,Romance",9595,7760,1150,912
235,235,School Rumble Ni Gakki,846/School-Rumble-Ni-Gakki,2006,Summer,TV,26,24 mins,Finished,17568,77%,199,Studio Comet,Manga,"Comedy,Romance,Slice of Life",12302,4064,467,432
236,236,ARIA The NATURAL,962/ARIA-The-NATURAL,2006,Summer,TV,26,24 mins,Finished,16822,81%,299,Hal Film Maker,Manga,"Fantasy,Sci-Fi,Slice of Life",7720,7238,909,712
237,237,Witchblade,935/Witchblade,2006,Summer,TV,24,24 mins,Finished,13703,67%,116,GONZO,Comic,"Action,Sci-Fi",6234,5662,686,580
238,238,Digimon Savers,859/Digimon-Savers,2006,Summer,TV,48,23 mins,Finished,12495,66%,196,Toei Animation,Original,"Action,Adventure,Comedy,Drama,Fantasy,Sci-Fi",9707,1419,667,373
239,239,Tsubasa Chronicle 2nd Season,969/Tsubasa-Chronicle-2nd-Season,2006,Summer,TV,26,25 mins,Finished,11795,71%,110,NaN,Manga,"Adventure,Drama,Fantasy,Mystery,Romance",7526,3435,302,272
240,240,Saiunkoku Monogatari,957/Saiunkoku-Monogatari,2006,Summer,TV,39,25 mins,Finished,10606,74%,157,MADHOUSE,Light Novel,"Adventure,Comedy,Drama,Fantasy,Romance",5676,3382,550,545
241,241,.hack//Roots,873/hackRoots,2006,Summer,TV,26,24 mins,Finished,8554,64%,56,Bee Train,Original,"Adventure,Drama,Fantasy,Sci-Fi",4867,2701,428,291
242,242,KIBA,845/KIBA,2006,Summer,TV,51,24 mins,Finished,8214,67%,96,MADHOUSE,Original,"Adventure,Fantasy",3476,3391,559,419
243,243,Inukami!,940/Inukami,2006,Summer,TV,26,23 mins,Finished,7838,67%,31,Seven Arcs,Light Novel,"Comedy,Ecchi,Romance,Supernatural",3506,3317,418,322
244,244,Simoun,879/Simoun,2006,Summer,TV,26,23 mins,Finished,7741,70%,78,Studio DEEN,Manga,"Drama,Fantasy,Romance",4914,1918,343,306
245,245,Oban Star-Racers,1212/Oban-StarRacers,2006,Summer,TV,26,25 mins,Finished,7307,72%,121,NaN,Original,"Adventure,Mecha,Sci-Fi",3797,2884,222,209
246,246,Aa! Megami-sama!: Sorezore no Tsubasa,880/Aa-Megamisama-Sorezore-no-Tsubasa,2006,Summer,TV,22,24 mins,Finished,7130,72%,50,AIC,Manga,"Comedy,Romance,Supernatural",4843,1790,186,184
247,247,Zegapain,878/Zegapain,2006,Summer,TV,26,23 mins,Finished,6255,70%,74,Sunrise,Original,"Action,Mecha,Romance,Sci-Fi",3694,1828,273,242
248,248,Kirarin☆Revolution,1516/KirarinRevolution,2006,Summer,TV,153,22 mins,Finished,4395,66%,76,SynergySP,Manga,"Comedy,Drama,Music,Romance",2266,1181,437,259
249,249,The Third: Aoi Hitomi no Shoujo,944/The-Third-Aoi-Hitomi-no-Shoujo,2006,Summer,TV,24,23 mins,Finished,2845,69%,13,Xebec,Light Novel,"Action,Adventure,Sci-Fi",1450,1011,156,123
250,250,Black Jack 21,2214/Black-Jack-21,2006,Summer,TV,17,24 mins,Finished,2072,73%,18,Tezuka Productions,Manga,"Action,Drama",975,909,92,49
251,251,Glass no Kantai: La legende du vent de l'univers,20562/Glass-no-Kantai-La-legende-du-vent-de-lunivers,2006,Summer,TV,24,24 mins,Finished,1722,57%,12,GONZO,Original,"Adventure,Sci-Fi",1046,437,107,71
252,252,Spider Riders: Oracle no Yuusha-tachi,2619/Spider-Riders-Oracle-no-Yuushatachi,2006,Summer,TV,26,20 mins,Finished,1682,62%,23,Bee Train,Novel,"Action,Adventure,Mecha",951,491,117,62
253,253,MUSASHI: GUN-dou,1200/MUSASHI-GUNdou,2006,Summer,TV,26,24 mins,Finished,1460,42%,11,NaN,Original,"Adventure,Fantasy",1003,193,125,70
254,254,Love Get Chu,1070/Love-Get-Chu,2006,Summer,TV,25,24 mins,Finished,1293,58%,3,Radix,Visual Novel,"Comedy,Romance",745,350,74,70
255,255,Rockman.EXE Beast+,2713/RockmanEXE-Beast,2006,Summer,TV Short,26,10 mins,Finished,1097,65%,7,NaN,Video Game,"Action,Adventure,Mecha,Sci-Fi",605,393,36,32
256,256,Fushigiboshi no☆Futagohime Gyu!,1886/Fushigiboshi-noFutagohime-Gyu,2006,Summer,TV,52,24 mins,Finished,1051,69%,16,NaN,Original,"Adventure,Comedy,Fantasy,Mahou Shoujo,Romance",467,418,68,55
257,257,Onegai My Melody: Kuru Kuru Shuffle!,4114/Onegai-My-Melody-Kuru-Kuru-Shuffle,2006,Summer,TV,52,22 mins,Finished,1041,70%,17,Studio Comet,NaN,"Comedy,Fantasy,Mahou Shoujo",475,448,56,35
258,258,Tottoko Hamtaro Hai!,13679/Tottoko-Hamtaro-Hai,2006,Summer,TV Short,77,5 mins,Finished,829,63%,3,NaN,NaN,Adventure,517,234,37,23
259,259,Bakegyamon,2786/Bakegyamon,2006,Summer,TV,51,25 mins,Finished,626,60%,4,Radix,Multimedia Project,"Action,Adventure,Comedy,Fantasy",274,218,52,51
260,260,Fighting Beauty Wulong Rebirth,968/Fighting-Beauty-Wulong-Rebirth,2006,Summer,TV,25,25 mins,Finished,529,60%,1,TMS Entertainment,Manga,"Action,Comedy",313,154,25,25
261,261,Saru Getchu: On Air,1872/Saru-Getchu-On-Air,2006,Summer,TV Short,26,15 mins,Finished,297,48%,NaN,Xebec,Video Game,"Adventure,Comedy,Fantasy,Romance",135,95,32,20
262,262,Yoshimune,2024/Yoshimune,2006,Summer,TV,24,24 mins,Finished,214,50%,1,NaN,Other,Comedy,86,61,33,22
263,263,Shinseiki Duel Masters Flash,10525/Shinseiki-Duel-Masters-Flash,2006,Summer,TV,24,21 mins,Finished,194,40%,NaN,NaN,Original,Comedy,77,76,25,11
264,264,Akubi Girl,6077/Akubi-Girl,2006,Summer,TV Short,26,4 mins,Finished,174,49%,NaN,NaN,NaN,"Comedy,Fantasy",80,65,17,6
265,265,Zenmai Zamurai,5821/Zenmai-Zamurai,2006,Summer,TV Short,215,5 mins,Finished,166,50%,1,A-1 Pictures,Original,Comedy,73,39,28,16
266,266,Miracle! Mimika,5374/Miracle-Mimika,2006,Summer,TV Short,225,10 mins,Finished,154,49%,1,NaN,Original,Slice of Life,54,52,25,16
267,267,Shibawanko no Wa no Kokoro,1739/Shibawanko-no-Wa-no-Kokoro,2006,Summer,TV Short,80,2 mins,Finished,146,53%,1,NaN,NaN,"N,a,N",65,45,20,10
268,268,Poka Poka Mori no Rascal,17613/Poka-Poka-Mori-no-Rascal,2006,Summer,TV Short,52,5 mins,Finished,110,48%,NaN,Nippon Animation,NaN,"N,a,N",43,39,16,8
269,269,Tama & Friends: Sagase! Mahou no Punipuni Stone,131957/Tama--Friends-Sagase-Mahou-no-Punipuni-Stone,2006,Summer,TV,26,24 mins,Finished,79,58%,NaN,Dongwoo Animation,Original,"Adventure,Fantasy",36,25,8,8
