Unnamed: 0,Title,Link,Year,Season,Format,Episodes,EpisodeDuration,Status,Popularity,MeanScore,Favorites,Studios,Source,Genre,Completed,Planning,Current,Dropped
4990,4990,Marvel Future Avengers,98872/Marvel-Future-Avengers,2017,Summer,TV,26,22 mins,Finished,1062,52%,13,MADHOUSE,Original,Action,651,239,81,58
4991,4991,Tsurezure Children,98291/Tsurezure-Children,2017,Summer,TV Short,12,13 mins,Finished,131949,74%,2242,Studio Gokumi,Manga,"Comedy,Drama,Romance,Slice of Life",88306,33448,4573,2877
4992,4992,Aho-Girl,98251/AhoGirl,2017,Summer,TV Short,12,13 mins,Finished,88209,65%,863,diomedéa,Manga,"Comedy,Romance",58873,19780,4671,3007
4993,4993,Netsuzou Trap: NTR,97833/Netsuzou-Trap-NTR,2017,Summer,TV Short,12,9 mins,Finished,31430,48%,273,Creators in Pack,Manga,"Drama,Ecchi,Romance",17368,9008,3228,1176
4994,4994,Nora to Oujo to Noraneko Heart,21568/Nora-to-Oujo-to-Noraneko-Heart,2017,Summer,TV Short,12,4 mins,Finished,9017,50%,42,DMM.futureworks,Visual Novel,"Comedy,Ecchi",4392,2881,1049,476
4995,4995,Yami Shibai 5,98978/Yami-Shibai-5,2017,Summer,TV Short,13,5 mins,Finished,5046,58%,22,ILCA,Original,"Horror,Supernatural",3375,1348,148,101
4996,4996,Teekyuu 9,98566/Teekyuu-9,2017,Summer,TV Short,12,3 mins,Finished,4676,66%,20,Millepensee,Manga,"Comedy,Sports",3380,1018,145,74
4997,4997,Clione no Akari,98475/Clione-no-Akari,2017,Summer,TV Short,12,10 mins,Finished,3230,47%,4,drop,Other,"Drama,Slice of Life",1166,1146,649,146
4998,4998,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,98715/Ikemen-Sengoku-Toki-wo-Kakeru-ga-Koi-wa-Hajimaranai,2017,Summer,TV Short,12,4 mins,Finished,1724,52%,15,Jinni's Animation Studios,Video Game,Comedy,880,492,216,79
4999,4999,Musekinin Galaxy☆Tylor,99055/Musekinin-GalaxyTylor,2017,Summer,TV Short,12,5 mins,Finished,1517,32%,5,Seven,Other,"Adventure,Comedy,Sci-Fi",584,522,308,54
5000,5000,Pikotarou no Lullaby Lu-llaby (TV),99083/Pikotarou-no-Lullaby-Lullaby-TV,2017,Summer,TV Short,9,3 mins,Finished,1385,48%,9,DLE,Original,Comedy,817,290,185,59
5001,5001,Kaito x Ansa,98517/Kaito-x-Ansa,2017,Summer,TV Short,12,7 mins,Finished,796,43%,5,Tengu Kobou,Original,Mystery,528,144,52,41
5002,5002,PJ Berri no Mogumogu Munyamunya Season 2,99534/PJ-Berri-no-Mogumogu-Munyamunya-Season-2,2017,Summer,TV Short,6,2 mins,Finished,113,34%,NaN,Doga Kobo,Video Game,"Comedy,Music",46,38,18,6
5003,5003,Quiz Tokiko-san,115195/Quiz-Tokikosan,2017,Summer,TV Short,40,2 mins,Finished,103,43%,1,Kachidoki Studio,Original,Slice of Life,51,24,17,9
5004,5004,Yura Yura Suizokukan,115191/Yura-Yura-Suizokukan,2017,Summer,TV Short,105,1 mins,Finished,91,42%,NaN,Kachidoki Studio,Original,"Comedy,Slice of Life",51,20,13,6
5005,5005,Catchy-kun no Nice Catch!,114420/Catchykun-no-Nice-Catch,2017,Summer,TV Short,13,4 mins,Finished,59,37%,NaN,DLE,Other,Comedy,19,18,17,4
5006,5006,HINOMARU!,157196/HINOMARU,2017,Summer,TV Short,12,10 mins,Finished,21,42%,NaN,NaN,Manga,"N,a,N",11,5,3,1
5007,5007,Boku no Hero Academia 2,21856/Boku-no-Hero-Academia-2,2017,Summer,TV,25,24 mins,Finished,438914,80%,8577,bones,Manga,"Action,Adventure,Comedy",396872,19162,14772,4337
5008,5008,Re:CREATORS,97980/ReCREATORS,2017,Summer,TV,22,24 mins,Finished,89138,73%,1637,TROYCA,Original,"Action,Drama,Fantasy,Mecha,Thriller",39534,31331,6624,6356
5009,5009,Shingeki no Bahamut: VIRGIN SOUL,21184/Shingeki-no-Bahamut-VIRGIN-SOUL,2017,Summer,TV,24,25 mins,Finished,37975,71%,493,MAPPA,Other,"Action,Fantasy,Romance,Supernatural",17534,14709,2335,1718
5010,5010,Sakura Quest,97903/Sakura-Quest,2017,Summer,TV,25,24 mins,Finished,32966,71%,319,P.A. Works,Original,"Comedy,Slice of Life",13601,10988,3506,2615
5011,5011,Sagrada Reset,97660/Sagrada-Reset,2017,Summer,TV,24,26 mins,Finished,27627,67%,254,David Production,Light Novel,"Fantasy,Mystery,Romance,Sci-Fi,Supernatural",11718,8328,4002,1870
5012,5012,Yu☆Gi☆Oh! VRAINS,98231/YuGiOh-VRAINS,2017,Summer,TV,120,24 mins,Finished,8137,62%,140,Studio Gallop,Original,"Action,Mystery,Sci-Fi",2792,1976,1238,1203
5013,5013,Kyoukai no Rinne 3,97670/Kyoukai-no-Rinne-3,2017,Summer,TV,25,24 mins,Finished,3971,68%,28,Brain's Base,Manga,"Comedy,Romance,Supernatural",1818,1617,232,168
5014,5014,Beyblade Burst God,98289/Beyblade-Burst-God,2017,Summer,TV,51,24 mins,Finished,3541,68%,106,OLM,Original,"Action,Sci-Fi,Sports",2568,565,171,150
5015,5015,Nobunaga no Shinobi: Ise Kanegasaki-hen,98420/Nobunaga-no-Shinobi-Ise-Kanegasakihen,2017,Summer,TV Short,26,4 mins,Finished,2674,68%,9,TMS Entertainment,Manga,Comedy,1757,558,144,124
5016,5016,Idol Time PriPara,98107/Idol-Time-PriPara,2017,Summer,TV,51,24 mins,Finished,1843,72%,37,Tatsunoko Production,Video Game,Music,752,748,148,113
5017,5017,Aikatsu Stars! Hoshi no Tsubasa,98542/Aikatsu-Stars-Hoshi-no-Tsubasa,2017,Summer,TV,50,24 mins,Finished,1466,79%,67,Bandai Namco Pictures,Video Game,Music,876,392,112,44
5018,5018,Puripuri Chii-chan!!,98228/Puripuri-Chiichan,2017,Summer,TV Short,36,13 mins,Finished,1065,56%,7,OLM,Manga,"Comedy,Sci-Fi",443,280,164,110
5019,5019,Future Card Buddyfight Battsu,98229/Future-Card-Buddyfight-Battsu,2017,Summer,TV,52,25 mins,Finished,893,63%,11,Xebec,Other,"Action,Sci-Fi",496,233,64,62
5020,5020,100% Pascal-sensei,97638/100-Pascalsensei,2017,Summer,TV Short,36,13 mins,Finished,694,50%,2,OLM,Manga,Comedy,240,187,175,47
5021,5021,Rilu Rilu Fairilu: Mahou no Kagami,98421/Rilu-Rilu-Fairilu-Mahou-no-Kagami,2017,Summer,TV,51,23 mins,Finished,525,58%,1,Studio DEEN,Original,"Fantasy,Slice of Life",286,115,52,51
5022,5022,Duel Masters (2017),98378/Duel-Masters-2017,2017,Summer,TV,51,24 mins,Finished,415,51%,4,Ascension,Original,"Action,Adventure,Comedy",200,103,59,32
5023,5023,Tomica Hyper Rescue Drive Head Kidou Kyuukyuu Keisatsu,98077/Tomica-Hyper-Rescue-Drive-Head-Kidou-Kyuukyuu-Keisatsu,2017,Summer,TV,37,25 mins,Finished,322,49%,1,OLM,Original,Mecha,153,75,50,27
5024,5024,Shounen Ashibe GO! GO! Goma-chan 2,98383/Shounen-Ashibe-GO-GO-Gomachan-2,2017,Summer,TV Short,32,9 mins,Finished,306,52%,1,Bridge,Manga,"Comedy,Slice of Life",148,72,37,32
5025,5025,The Snack World,98297/The-Snack-World,2017,Summer,TV,50,24 mins,Finished,276,52%,2,OLM,Original,"Adventure,Comedy,Fantasy",135,50,42,32
5026,5026,Furusato Meguri Nippon no Mukashibanashi,98751/Furusato-Meguri-Nippon-no-Mukashibanashi,2017,Summer,TV,50,22 mins,Finished,263,61%,3,Tomason,Other,Supernatural,115,72,39,19
5027,5027,Neko Neko Nihonshi 2nd Season,98586/Neko-Neko-Nihonshi-2nd-Season,2017,Summer,TV Short,32,9 mins,Finished,213,59%,NaN,Joker Films,Manga,Comedy,82,77,25,18
5028,5028,Buppu na Mainichi,98290/Buppu-na-Mainichi,2017,Summer,TV Short,27,1 mins,Finished,107,31%,NaN,Kachidoki Studio,Original,Comedy,42,27,27,7
5029,5029,Panpaka Pants O NEW-san,98465/Panpaka-Pants-O-NEWsan,2017,Summer,TV Short,24,5 mins,Finished,91,33%,NaN,DLE,Original,Comedy,32,25,24,6
5030,5030,Washimo 5,98765/Washimo-5,2017,Summer,TV Short,32,10 mins,Finished,86,35%,NaN,Studio DEEN,Other,"Comedy,Sci-Fi",31,24,21,6
5031,5031,No Game No Life Zero,21875/No-Game-No-Life-Zero,2017,Summer,Movie,1,NaN,Finished,153127,80%,4353,MADHOUSE,Light Novel,"Action,Adventure,Drama,Fantasy,Romance",113261,34808,3017,1042
5032,5032,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",97908/Uchiage-Hanabi-Shita-kara-Miru-ka-Yoko-kara-Miru-ka,2017,Summer,,,,,,,,,,,,,,
5033,5033,Mary to Majo no Hana,97981/Mary-to-Majo-no-Hana,2017,Summer,Movie,1,NaN,Finished,23379,71%,219,Studio Ponoc,Other,"Adventure,Fantasy",15751,7165,238,129
5034,5034,Fate/kaleid liner Prisma☆Illya: Sekka no Chikai,97757/Fatekaleid-liner-PrismaIllya-Sekka-no-Chikai,2017,Summer,Movie,1,NaN,Finished,21707,78%,410,SILVER LINK.,Manga,"Action,Drama,Fantasy,Psychological",13715,7220,499,140
5035,5035,Haikyuu!!: Concept no Tatakai,98885/Haikyuu-Concept-no-Tatakai,2017,Summer,Movie,1,NaN,Finished,18515,80%,179,Production I.G,Manga,"Comedy,Drama,Sports",12167,5825,309,110
5036,5036,Haikyuu!!: Sainou to Sense,98884/Haikyuu-Sainou-to-Sense,2017,Summer,Movie,1,NaN,Finished,17385,79%,169,Production I.G,Manga,"Comedy,Drama,Sports",11266,5617,305,104
5037,5037,Pocket Monsters: Kimi ni Kimeta!,98298/Pocket-Monsters-Kimi-ni-Kimeta,2017,Summer,Movie,1,NaN,Finished,12961,69%,144,OLM,Video Game,"Action,Adventure",11149,1569,111,71
5038,5038,Seitokai Yakuindomo Movie,98240/Seitokai-Yakuindomo-Movie,2017,Summer,Movie,1,NaN,Finished,12777,77%,123,GoHands,Manga,"Comedy,Slice of Life",7017,5299,282,121
5039,5039,Digimon Adventure tri. 5: Kyousei,98402/Digimon-Adventure-tri-5-Kyousei,2017,Summer,Movie,1,NaN,Finished,9563,69%,69,Toei Animation,Original,"Action,Adventure,Drama,Fantasy",7059,2185,156,84
5040,5040,Kimi no Koe wo Todoketai,21683/Kimi-no-Koe-wo-Todoketai,2017,Summer,Movie,1,NaN,Finished,9548,67%,47,MADHOUSE,Original,"Drama,Music,Slice of Life",6686,2448,215,132
5041,5041,Free!: Timeless Medley - Yakusoku,98496/Free-Timeless-Medley--Yakusoku,2017,Summer,Movie,1,NaN,Finished,9160,75%,91,Kyoto Animation,Original,"Slice of Life,Sports",4646,4199,125,97
5042,5042,Hibike! Euphonium: Todoketai Melody,98876/Hibike-Euphonium-Todoketai-Melody,2017,Summer,Movie,1,NaN,Finished,7199,77%,53,Kyoto Animation,Novel,"Drama,Music,Slice of Life",4247,2653,150,89
5043,5043,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,97860/Yuuki-Yuuna-wa-Yuusha-de-Aru-Washio-Sumi-no-Shou-3--Yakusoku,2017,Summer,Movie,1,NaN,Finished,4559,80%,50,Studio Gokumi,Light Novel,"Action,Drama,Fantasy,Mahou Shoujo,Slice of Life",2390,1954,118,51
5044,5044,Koukyoushihen Eureka Seven Hi-Evolution 1,98469/Koukyoushihen-Eureka-Seven-HiEvolution-1,2017,Summer,Movie,1,NaN,Finished,4034,59%,27,bones,Original,"Adventure,Drama,Mecha,Sci-Fi",2672,1151,90,64
5045,5045,Mahou Shoujo Lyrical Nanoha: Reflection,17947/Mahou-Shoujo-Lyrical-Nanoha-Reflection,2017,Summer,Movie,1,NaN,Finished,3908,73%,44,Seven Arcs,Original,"Action,Drama,Mahou Shoujo,Mecha,Sci-Fi",1918,1757,121,60
5046,5046,Yuuki Yuuna wa Yuusha-bu Shozoku 3,100981/Yuuki-Yuuna-wa-Yuushabu-Shozoku-3,2017,Summer,Movie,1,NaN,Finished,1113,65%,2,NaN,Manga,"Comedy,Mahou Shoujo",644,410,24,20
5047,5047,Starship Troopers: Kasei no Uragirisha,101913/Starship-Troopers-Kasei-no-Uragirisha,2017,Summer,Movie,1,NaN,Finished,559,62%,6,Sola Digital Arts,Original,"Action,Sci-Fi",340,183,15,11
5048,5048,JUNK HEAD,140113/JUNK-HEAD,2017,Summer,Movie,1,NaN,Finished,242,70%,9,NaN,Original,"Action,Adventure,Sci-Fi,Thriller",124,111,4,2
5049,5049,Abstract feat. Alkama,102699/Abstract-feat-Alkama,2017,Summer,Movie,1,NaN,Finished,214,49%,NaN,NaN,Original,"N,a,N",146,51,9,4
5050,5050,Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni!,115345/Fuusen-Inu-Tinny-Nandaka-Fushigi-na--Kyouryuu-no-Kuni,2017,Summer,Movie,1,NaN,Finished,105,42%,NaN,NaN,Picture Book,Adventure,39,34,14,11
5051,5051,DON'T CRY,126911/DONT-CRY,2017,Summer,Movie,1,NaN,Finished,96,54%,NaN,Tomovies,Original,"Action,Adventure,Sci-Fi,Thriller",53,39,2,2
5052,5052,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,97996/Kono-Subarashii-Sekai-ni-Shukufuku-wo-2-Kono-Subarashii-Geijutsu-ni-Shukufuku-wo,2017,Summer,OVA,1,29 mins,Finished,70993,78%,738,Studio DEEN,Light Novel,"Adventure,Comedy,Fantasy",61406,8507,791,182
5053,5053,"Kobayashi-san Chi no Maidragon: Valentine, Soshite Onsen! (Amari Kitai Shinaide Kudasai)",98580/Kobayashisan-Chi-no-Maidragon-Valentine-Soshite-Onsen-Amari-Kitai-Shinaide-Kudasai,2017,Summer,OVA,1,24 mins,Finished,52290,76%,453,Kyoto Animation,Manga,"Comedy,Fantasy,Romance,Slice of Life",43624,7773,597,193
5054,5054,Kishibe Rohan wa Ugokanai,21778/Kishibe-Rohan-wa-Ugokanai,2017,Summer,OVA,4,23 mins,Finished,36597,76%,560,David Production,Manga,"Horror,Mystery,Supernatural",26427,7074,1570,1188
5055,5055,Bungou Stray Dogs: Hitori Ayumu,21791/Bungou-Stray-Dogs-Hitori-Ayumu,2017,Summer,OVA,1,25 mins,Finished,34381,76%,361,bones,Manga,"Action,Comedy,Mystery,Supernatural",26529,7249,361,154
5056,5056,Cardcaptor Sakura: Clear Card-hen - Prologue Sakura to Futatsu no Kuma,98554/Cardcaptor-Sakura-Clear-Cardhen--Prologue-Sakura-to-Futatsu-no-Kuma,2017,Summer,OVA,1,26 mins,Finished,9789,75%,113,MADHOUSE,Manga,"Adventure,Comedy,Fantasy,Mahou Shoujo,Romance",6868,2631,159,77
5057,5057,Tsuki ga Kirei Special,100305/Tsuki-ga-Kirei-Special,2017,Summer,Special,1,15 mins,Finished,9262,71%,50,feel.,Original,"Comedy,Romance,Slice of Life",6442,2588,120,65
5058,5058,ONE PIECE: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,99302/ONE-PIECE-Episode-of-East-Blue--Luffy-to-4nin-no-Nakama-no-Daibouken,2017,Summer,Special,1,"1 hour, 46 mins",Finished,8917,77%,75,Toei Animation,Manga,"Action,Adventure,Drama",7203,1449,155,60
5059,5059,Blade Runner: Black Out 2022,100168/Blade-Runner-Black-Out-2022,2017,Summer,ONA,1,16 mins,Finished,8901,67%,59,CygamesPictures,Other,"Sci-Fi,Thriller",6138,2563,114,44
5060,5060,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,107351/Haikyuu-Tokushuu-Harukou-Volley-ni-Kaketa-Seishun,2017,Summer,OVA,1,23 mins,Finished,7111,74%,63,Production I.G,Manga,Sports,4056,2798,113,88
5061,5061,Kakuchou Shoujo-Kei Trinary,98595/Kakuchou-ShoujoKei-Trinary,2017,Summer,ONA,34,6 mins,Finished,6551,56%,26,feel.,Original,"Action,Ecchi,Mecha,Sci-Fi",5190,459,410,285
5062,5062,UQ Holder! OVA,98999/UQ-Holder-OVA,2017,Summer,OVA,3,22 mins,Finished,5370,69%,66,J.C. Staff,Manga,"Action,Fantasy,Sci-Fi",2746,2128,286,128
5063,5063,Kuroko no Basket: Last Game NG-shuu,101999/Kuroko-no-Basket-Last-Game-NGshuu,2017,Summer,Special,1,2 mins,Finished,5358,74%,58,Production I.G,Manga,"Comedy,Sports",4019,1156,93,45
5064,5064,Gekijouban Ple Ple Pleiades,101098/Gekijouban-Ple-Ple-Pleiades,2017,Summer,Special,2,13 mins,Finished,4721,66%,27,MADHOUSE,Light Novel,"Action,Comedy,Fantasy",3088,1433,92,67
5065,5065,Kidou Senshi Gundam: Twilight Axis,98504/Kidou-Senshi-Gundam-Twilight-Axis,2017,Summer,ONA,6,3 mins,Finished,2957,45%,12,Sunrise,Other,"Mecha,Sci-Fi",1506,1170,123,101
5066,5066,Gundam Build Fighters: GM no Gyakushuu,99732/Gundam-Build-Fighters-GM-no-Gyakushuu,2017,Summer,ONA,1,32 mins,Finished,2443,69%,15,Sunrise,Original,"Action,Mecha,Sci-Fi",1745,553,77,38
5067,5067,Black Clover,97940/Black-Clover,2017,Fall,TV,170,24 mins,Finished,340991,78%,18246,Studio Pierrot,Manga,"Action,Adventure,Comedy,Fantasy",110680,89408,78325,35131
5068,5068,Shokugeki no Souma: San no Sara,99255/Shokugeki-no-Souma-San-no-Sara,2017,Fall,TV,12,24 mins,Finished,156392,78%,2139,J.C. Staff,Manga,"Comedy,Ecchi",130288,18010,4620,1966
5069,5069,Mahoutsukai no Yome,98436/Mahoutsukai-no-Yome,2017,Fall,TV,24,25 mins,Finished,147423,78%,4589,Wit Studio,Manga,"Drama,Fantasy,Romance,Slice of Life,Supernatural",67971,48357,13025,10316
5070,5070,Blend S,97994/Blend-S,2017,Fall,TV,12,24 mins,Finished,130186,71%,1928,A-1 Pictures,Manga,"Comedy,Slice of Life",87610,28570,5457,4806
5071,5071,Inuyashiki,97922/Inuyashiki,2017,Fall,TV,11,23 mins,Finished,116760,74%,1970,MAPPA,Manga,"Action,Drama,Psychological,Sci-Fi",66529,38582,4526,4172
5072,5072,Houseki no Kuni,98707/Houseki-no-Kuni,2017,Fall,TV,12,24 mins,Finished,101544,83%,6374,Orange,Manga,"Action,Drama,Fantasy,Mystery,Psychological",51785,41438,3897,2501
5073,5073,3-gatsu no Lion 2,98478/3gatsu-no-Lion-2,2017,Fall,TV,22,25 mins,Finished,95706,89%,7746,Shaft,Manga,"Drama,Slice of Life",48854,38729,4351,2609
5074,5074,Net-juu no Susume,99726/Netjuu-no-Susume,2017,Fall,TV,10,24 mins,Finished,88800,73%,1504,Signal.MD,Manga,"Comedy,Fantasy,Romance,Slice of Life",58614,22915,3197,2345
5075,5075,Shoujo Shuumatsu Ryokou,99420/Shoujo-Shuumatsu-Ryokou,2017,Fall,TV,12,24 mins,Finished,79865,81%,3736,White Fox,Manga,"Adventure,Sci-Fi,Slice of Life",34714,34359,4772,3594
5076,5076,Kekkai Sensen & BEYOND,97886/Kekkai-Sensen--BEYOND,2017,Fall,TV,12,23 mins,Finished,73794,77%,1287,bones,Manga,"Action,Comedy,Supernatural",44502,21805,3598,2355
5077,5077,Imouto sae Ireba Ii.,98596/Imouto-sae-Ireba-Ii,2017,Fall,TV,12,24 mins,Finished,69078,70%,1211,SILVER LINK.,Light Novel,"Comedy,Ecchi,Romance,Slice of Life",38318,21904,3622,3133
5078,5078,Just Because!,98820/Just-Because,2017,Fall,TV,12,24 mins,Finished,55879,69%,693,PINE JAM,Original,"Drama,Romance,Slice of Life",27726,21408,2746,2350
5079,5079,Juuni Taisen,98443/Juuni-Taisen,2017,Fall,TV,12,24 mins,Finished,52968,62%,360,Graphinica,Light Novel,"Action,Thriller",30750,15317,3484,2078
5080,5080,Kujira no Kora wa Sajou ni Utau,98449/Kujira-no-Kora-wa-Sajou-ni-Utau,2017,Fall,TV,12,24 mins,Finished,51169,69%,672,J.C. Staff,Manga,"Adventure,Drama,Fantasy,Mystery,Romance,Sci-Fi",26961,16953,2932,2347
5081,5081,Boku no Kanojo ga Majime Sugiru Shoujo Bitch na Ken,98951/Boku-no-Kanojo-ga-Majime-Sugiru-Shoujo-Bitch-na-Ken,2017,Fall,TV,10,23 mins,Finished,48729,58%,422,diomedéa,Manga,"Comedy,Ecchi,Romance",26241,13349,4995,2588
5082,5082,Himouto! Umaru-chan R,98572/Himouto-Umaruchan-R,2017,Fall,,,,,,,,,,,,,,
5083,5083,Ousama Game The Animation,99698/Ousama-Game-The-Animation,2017,Fall,TV,12,24 mins,Finished,46127,45%,354,Seven,Other,"Drama,Horror,Mystery,Supernatural",26376,10850,6219,1757
5084,5084,Itsudatte Bokura no Koi wa 10 cm Datta.,98977/Itsudatte-Bokura-no-Koi-wa-10-cm-Datta,2017,Fall,TV,6,24 mins,Finished,45590,72%,567,Lay-duce,Other,"Drama,Romance,Slice of Life",23110,19647,1379,730
5085,5085,Kino no Tabi -the Beautiful World- the Animated Series,98448/Kino-no-Tabi-the-Beautiful-World-the-Animated-Series,2017,Fall,TV,12,24 mins,Finished,37330,73%,603,Lerche,Light Novel,"Adventure,Drama,Fantasy,Psychological,Slice of Life",18642,12674,2269,2003
5086,5086,UQ Holder!: Mahou Sensei Negima! 2,21855/UQ-Holder-Mahou-Sensei-Negima-2,2017,Fall,TV,12,24 mins,Finished,36551,66%,443,J.C. Staff,Manga,"Action,Fantasy,Sci-Fi",19603,12885,1850,1373
5087,5087,Gintama.: Porori-hen,99714/Gintama-Pororihen,2017,Fall,TV,13,24 mins,Finished,35807,82%,609,Bandai Namco Pictures,Manga,"Action,Comedy,Drama,Sci-Fi",22397,11551,1037,544
5088,5088,Konohana Kitan,98506/Konohana-Kitan,2017,Fall,TV,12,24 mins,Finished,31619,73%,379,Lerche,Manga,"Slice of Life,Supernatural",13702,12632,2063,1820
5089,5089,Love Live! Sunshine!! 2nd Season,98349/Love-Live-Sunshine-2nd-Season,2017,Fall,TV,13,24 mins,Finished,28570,75%,704,Sunrise,Multimedia Project,"Music,Slice of Life",19004,6924,1186,773
5090,5090,Dies irae,21555/Dies-irae,2017,Fall,TV,12,24 mins,Finished,24343,47%,140,A.C.G.T.,Visual Novel,Action,9853,8094,4210,1340
5091,5091,Anime-Gataris,98607/AnimeGataris,2017,Fall,TV,12,24 mins,Finished,17332,61%,91,WAO World,Original,Comedy,8087,5763,1870,851
5092,5092,Code:Realize - Sousei no Himegimi,98630/CodeRealize--Sousei-no-Himegimi,2017,Fall,TV,12,24 mins,Finished,13902,61%,138,M.S.C,Visual Novel,"Action,Adventure,Fantasy,Romance",5405,5212,1843,752
5093,5093,GARO -VANISHING LINE-,99796/GARO-VANISHING-LINE,2017,Fall,TV,24,24 mins,Finished,13814,67%,79,MAPPA,Original,"Action,Mystery",5710,4820,1578,927
5094,5094,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,97769/Yuuki-Yuuna-wa-Yuusha-de-Aru-Yuusha-no-Shou,2017,Fall,TV,6,24 mins,Finished,11294,76%,231,Studio Gokumi,Original,"Action,Drama,Fantasy,Mahou Shoujo,Psychological,Slice of Life",6123,4449,384,184
5095,5095,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,100791/Yuuki-Yuuna-wa-Yuusha-de-Aru-Washio-Sumi-no-Shou,2017,Fall,TV,6,24 mins,Finished,11292,76%,201,Studio Gokumi,Light Novel,"Action,Drama,Fantasy,Mahou Shoujo,Psychological,Slice of Life",5949,4395,447,257
5096,5096,Osomatsu-san 2,98565/Osomatsusan-2,2017,Fall,TV,25,25 mins,Finished,10841,73%,142,Studio Pierrot,Manga,"Comedy,Slice of Life",5388,3029,833,830
5097,5097,URAHARA,98513/URAHARA,2017,Fall,TV,12,24 mins,Finished,8970,52%,44,Shirogumi,Original,"Action,Comedy,Fantasy,Mahou Shoujo,Psychological,Sci-Fi",3871,2092,2032,495
5098,5098,Hoozuki no Reitetsu 2,98438/Hoozuki-no-Reitetsu-2,2017,Fall,TV,13,23 mins,Finished,8019,77%,96,Studio DEEN,Manga,"Comedy,Fantasy,Supernatural",4195,2966,425,249
5099,5099,Sengoku Night Blood,98603/Sengoku-Night-Blood,2017,Fall,TV,12,23 mins,Finished,7527,53%,72,TYPHOON GRAPHICS,Video Game,"Fantasy,Romance",3149,2417,1197,479
5100,5100,Two Car,99672/Two-Car,2017,Fall,TV,12,24 mins,Finished,6168,52%,20,SILVER LINK.,Original,"Drama,Sports",2127,2110,1357,307
5101,5101,The Idolm@ster SideM,98310/The-Idolmster-SideM,2017,Fall,TV,14,24 mins,Finished,5926,67%,83,A-1 Pictures,Video Game,Music,2494,2371,395,365
5102,5102,TSUKIPRO THE ANIMATION,97904/TSUKIPRO-THE-ANIMATION,2017,Fall,TV,13,23 mins,Finished,3541,58%,39,PRA,Original,Music,1753,1058,397,203
5103,5103,"Wake Up, Girls! Shin Shou",97933/Wake-Up-Girls-Shin-Shou,2017,Fall,TV,13,24 mins,Finished,3388,61%,14,Millepensee,Original,"Music,Slice of Life",1409,1381,252,202
5104,5104,ROBOMASTERS THE ANIMATED SERIES,98526/ROBOMASTERS-THE-ANIMATED-SERIES,2017,Fall,TV,6,25 mins,Finished,2675,59%,8,Dandelion Animation Studio,Original,"Action,Drama",1415,722,292,123
5105,5105,DYNAMIC CHORD,98108/DYNAMIC-CHORD,2017,Fall,TV,12,24 mins,Finished,1963,36%,8,Studio Pierrot,Video Game,"Drama,Music",1025,422,363,93
5106,5106,Infini-T Force,21756/InfiniT-Force,2017,Fall,TV,12,22 mins,Finished,1919,60%,9,Tatsunoko Production,Original,Action,874,594,252,102
5107,5107,Cardfight!! Vanguard G: Z,99733/Cardfight-Vanguard-G-Z,2017,Fall,TV,24,24 mins,Finished,1770,62%,13,OLM,Game,Action,1053,460,105,88
5108,5108,ClassicaLoid 2,98546/ClassicaLoid-2,2017,Fall,TV,25,24 mins,Finished,1547,61%,13,Sunrise,Original,"Comedy,Music",657,570,129,98
5109,5109,Time Bokan: Gyakushuu no San-Akunin,98521/Time-Bokan-Gyakushuu-no-SanAkunin,2017,Fall,TV,24,23 mins,Finished,546,54%,1,Tatsunoko Production,Original,"Action,Adventure,Comedy,Mecha,Sci-Fi",209,198,54,53
5110,5110,Osake wa Fuufu ni Natte kara,98657/Osake-wa-Fuufu-ni-Natte-kara,2017,Fall,TV Short,13,3 mins,Finished,41594,67%,508,Creators in Pack,Manga,"Comedy,Romance,Slice of Life",26060,11625,1675,1455
5111,5111,Pingu in the City,99994/Pingu-in-the-City,2017,Fall,TV Short,26,7 mins,Finished,9466,73%,105,Dandelion Animation Studio,Other,"Comedy,Slice of Life",3944,2842,1376,679
5112,5112,Cinderella Girls Gekijou 2nd Season,99742/Cinderella-Girls-Gekijou-2nd-Season,2017,Fall,TV Short,13,3 mins,Finished,2728,66%,7,Gathering,Manga,"Comedy,Music,Slice of Life",1714,772,121,66
5113,5113,Taishou Mebius Line: Chicchai-san,97876/Taishou-Mebius-Line-Chicchaisan,2017,Fall,TV Short,12,4 mins,Finished,2323,40%,6,studio A-CAT,Visual Novel,Supernatural,963,813,367,114
5114,5114,Ameiro Cocoa Series Ame-con!!,99741/Ameiro-Cocoa-Series-Amecon,2017,Fall,TV Short,12,3 mins,Finished,1207,42%,2,EMT Squared,Manga,"Comedy,Slice of Life",672,349,119,38
